Country,Year,Income share of the richest 1% (before tax) (World Inequality Database)
San Marino,1981,9.05
San Marino,1982,9.02
San Marino,1983,9.13
San Marino,1984,9.34
San Marino,1985,9.37
San Marino,1986,9.34
San Marino,1987,9.27
San Marino,1988,9.33
San Marino,1989,9.43
San Marino,1990,9.22
San Marino,1991,9.14
San Marino,1992,9.51
San Marino,1993,9.63
San Marino,1994,10.07
San Marino,1995,9.75
San Marino,1996,10.08
San Marino,1997,10.68
San Marino,1998,10.81
San Marino,1999,10.88
San Marino,2000,11.3
San Marino,2001,10.86
San Marino,2002,10.5
San Marino,2003,10.75
San Marino,2004,11.16
San Marino,2005,11.34
San Marino,2006,12
San Marino,2007,11.98
San Marino,2008,10.78
San Marino,2009,9.88
San Marino,2010,10.93
San Marino,2011,10.88
San Marino,2012,10.25
San Marino,2013,10.4
San Marino,2014,10.85
San Marino,2015,10.66
San Marino,2016,10.77
San Marino,2017,10.78
San Marino,2018,10.83
San Marino,2019,10.49
San Marino,2020,10.58
San Marino,2021,11.4
San Marino,2022,11.5
San Marino,2023,11.5
Sao Tome and Principe,2000,8.95
Sao Tome and Principe,2010,8.79
Sao Tome and Principe,2022,15.78
Sao Tome and Principe,2023,15.78
Saudi Arabia,2022,25.32
Saudi Arabia,2023,24.89
Senegal,1991,18.79
Senegal,1994,18.79
Senegal,2001,18.79
Senegal,2005,13.32
Senegal,2011,13.04
Senegal,2022,12.85
Senegal,2023,12.85
Serbia,1984,13.08
Serbia,1985,13
Serbia,1986,13.16
Serbia,1987,12.57
Serbia,1988,13.03
Serbia,1989,12.69
Serbia,1998,13.08
Serbia,1999,12.99
Serbia,2000,13.16
Serbia,2013,15.24
Serbia,2014,17.23
Serbia,2015,16.25
Serbia,2016,18.95
Serbia,2017,13.54
Serbia,2018,13.27
Serbia,2022,13.2
Serbia,2023,13.04
Seychelles,1999,21.7
Seychelles,2006,20.5
Seychelles,2022,20.97
Seychelles,2023,21.54
Sierra Leone,1989,12.87
Sierra Leone,2003,12.76
Sierra Leone,2011,10.51
Sierra Leone,2018,14.78
Sierra Leone,2022,14.78
Sierra Leone,2023,14.78
Singapore,1969,9.98
Singapore,1970,10.47
Singapore,1971,10.31
Singapore,1972,10.62
Singapore,1973,10.8
Singapore,1974,10.19
Singapore,1975,10.33
Singapore,1976,10.15
Singapore,1977,9.69
Singapore,1978,9.79
Singapore,1979,10.81
Singapore,1980,10.28
Singapore,1981,10.21
Singapore,1982,10.65
Singapore,1983,10.26
Singapore,1984,9.91
Singapore,1985,10.5
Singapore,1986,9.9
Singapore,1987,11.16
Singapore,1988,10.37
Singapore,1989,11.14
Singapore,1990,10.61
Singapore,1991,9.83
Singapore,1992,10.13
Singapore,1993,9.87
Singapore,1994,9.64
Singapore,1995,9.6
Singapore,1996,10.18
Singapore,1997,9.9
Singapore,1998,11.27
Singapore,1999,12.82
Singapore,2000,13.73
Singapore,2001,14.23
Singapore,2002,15.03
Singapore,2003,13.45
Singapore,2004,15.51
Singapore,2005,13.67
Singapore,2006,15.78
Singapore,2007,13.16
Singapore,2008,15.23
Singapore,2009,13.71
Singapore,2010,13.28
Singapore,2011,13.41
Singapore,2012,14.06
Singapore,2013,13.45
Singapore,2022,15.55
Singapore,2023,13.62
Sint Maarten (Dutch part),1980,23.75
Sint Maarten (Dutch part),1981,23.64
Sint Maarten (Dutch part),1982,23.53
Sint Maarten (Dutch part),1983,23.42
Sint Maarten (Dutch part),1984,23.31
Sint Maarten (Dutch part),1985,23.19
Sint Maarten (Dutch part),1986,23.07
Sint Maarten (Dutch part),1987,22.95
Sint Maarten (Dutch part),1988,22.83
Sint Maarten (Dutch part),1989,22.71
Sint Maarten (Dutch part),1990,22.58
Sint Maarten (Dutch part),1991,22.57
Sint Maarten (Dutch part),1992,22.55
Sint Maarten (Dutch part),1993,22.54
Sint Maarten (Dutch part),1994,22.53
Sint Maarten (Dutch part),1995,22.52
Sint Maarten (Dutch part),1996,22.51
Sint Maarten (Dutch part),1997,22.5
Sint Maarten (Dutch part),1998,22.49
Sint Maarten (Dutch part),1999,22.48
Sint Maarten (Dutch part),2000,22.47
Sint Maarten (Dutch part),2001,22.31
Sint Maarten (Dutch part),2002,22.16
Sint Maarten (Dutch part),2003,22.02
Sint Maarten (Dutch part),2004,21.89
Sint Maarten (Dutch part),2005,21.76
Sint Maarten (Dutch part),2006,21.64
Sint Maarten (Dutch part),2007,21.53
Sint Maarten (Dutch part),2008,21.42
Sint Maarten (Dutch part),2009,21.31
Sint Maarten (Dutch part),2010,21.21
Sint Maarten (Dutch part),2011,21.2
Sint Maarten (Dutch part),2012,21.2
Sint Maarten (Dutch part),2013,21.2
Sint Maarten (Dutch part),2014,21.2
Sint Maarten (Dutch part),2015,21.19
Sint Maarten (Dutch part),2016,21.19
Sint Maarten (Dutch part),2017,21.19
Sint Maarten (Dutch part),2018,21.18
Sint Maarten (Dutch part),2019,21.18
Sint Maarten (Dutch part),2020,21.2
Sint Maarten (Dutch part),2021,21.2
Sint Maarten (Dutch part),2022,21.2
Sint Maarten (Dutch part),2023,21.2
Slovakia,1980,5.24
Slovakia,1985,5.24
Slovakia,1988,5.26
Slovakia,1997,6.26
Slovakia,1998,7.12
Slovakia,1999,7.52
Slovakia,2000,7.69
Slovakia,2001,8.92
Slovakia,2002,8.25
Slovakia,2003,7.96
Slovakia,2004,10.02
Slovakia,2005,9.42
Slovakia,2006,9.52
Slovakia,2007,9.38
Slovakia,2008,8.62
Slovakia,2009,9.26
Slovakia,2010,11.08
Slovakia,2011,9.63
Slovakia,2012,9.68
Slovakia,2013,11.68
Slovakia,2014,10.31
Slovakia,2015,11.89
Slovakia,2016,9.22
Slovakia,2017,8.55
Slovakia,2018,8.31
Slovakia,2022,6.48
Slovakia,2023,9.95
Slovenia,1992,4.83
Slovenia,1993,5.65
Slovenia,1994,5.92
Slovenia,1995,6.44
Slovenia,1996,6.59
Slovenia,1997,6.95
Slovenia,1998,7.24
Slovenia,1999,7.73
Slovenia,2000,7.26
Slovenia,2001,6.89
Slovenia,2002,6.92
Slovenia,2003,7.51
Slovenia,2004,7.58
Slovenia,2005,7.43
Slovenia,2006,7.76
Slovenia,2007,8.17
Slovenia,2008,7.98
Slovenia,2009,7.06
Slovenia,2010,7.12
Slovenia,2011,6.97
Slovenia,2012,6.91
Slovenia,2013,7.04
Slovenia,2014,7.76
Slovenia,2015,7.06
Slovenia,2016,7.3
Slovenia,2017,7.98
Slovenia,2018,7.92
Slovenia,2022,7.83
Slovenia,2023,7.86
Solomon Islands,1980,8.81
Solomon Islands,1981,8.95
Solomon Islands,1982,9.1
Solomon Islands,1983,9.25
Solomon Islands,1984,9.4
Solomon Islands,1985,9.55
Solomon Islands,1986,9.71
Solomon Islands,1987,9.87
Solomon Islands,1988,10.03
Solomon Islands,1989,10.2
Solomon Islands,1990,10.37
Solomon Islands,1991,10.65
Solomon Islands,1992,10.91
Solomon Islands,1993,11.17
Solomon Islands,1994,11.42
Solomon Islands,1995,11.66
Solomon Islands,1996,11.89
Solomon Islands,1997,12.12
Solomon Islands,1998,12.34
Solomon Islands,1999,12.55
Solomon Islands,2000,12.76
Solomon Islands,2001,13.14
Solomon Islands,2002,13.51
Solomon Islands,2003,13.88
Solomon Islands,2004,14.23
Solomon Islands,2005,14.58
Solomon Islands,2006,14.92
Solomon Islands,2007,15.25
Solomon Islands,2008,15.57
Solomon Islands,2009,15.89
Solomon Islands,2010,16.2
Solomon Islands,2011,16.18
Solomon Islands,2012,16.16
Solomon Islands,2013,16.14
Solomon Islands,2014,16.12
Solomon Islands,2015,16.11
Solomon Islands,2016,16.09
Solomon Islands,2017,16.07
Solomon Islands,2018,16.06
Solomon Islands,2019,16.05
Solomon Islands,2020,16.03
Solomon Islands,2021,16.03
Solomon Islands,2022,16.03
Solomon Islands,2023,16.03
Somalia,2017,16.24
Somalia,2022,16.05
Somalia,2023,16.04
South & South-East Asia (WID),1820,16.12
South & South-East Asia (WID),1850,17.88
South & South-East Asia (WID),1880,18.2
South & South-East Asia (WID),1900,17.32
South & South-East Asia (WID),1910,15.57
South & South-East Asia (WID),1920,18.12
South & South-East Asia (WID),1930,17.24
South & South-East Asia (WID),1940,21.66
South & South-East Asia (WID),1950,15.55
South & South-East Asia (WID),1960,17.01
South & South-East Asia (WID),1970,18.45
South & South-East Asia (WID),1980,18.16
South & South-East Asia (WID),1981,17.72
South & South-East Asia (WID),1982,17.84
South & South-East Asia (WID),1983,18.36
South & South-East Asia (WID),1984,18.13
South & South-East Asia (WID),1985,18.3
South & South-East Asia (WID),1986,19.07
South & South-East Asia (WID),1987,18.92
South & South-East Asia (WID),1988,18.73
South & South-East Asia (WID),1989,19.05
South & South-East Asia (WID),1990,19.25
South & South-East Asia (WID),1991,19.3
South & South-East Asia (WID),1992,20.16
South & South-East Asia (WID),1993,20.67
South & South-East Asia (WID),1994,20.73
South & South-East Asia (WID),1995,22.12
South & South-East Asia (WID),1996,22.21
South & South-East Asia (WID),1997,20.73
South & South-East Asia (WID),1998,19.75
South & South-East Asia (WID),1999,20.47
South & South-East Asia (WID),2000,20.39
South & South-East Asia (WID),2001,21.4
South & South-East Asia (WID),2002,21.13
South & South-East Asia (WID),2003,21.57
South & South-East Asia (WID),2004,21.12
South & South-East Asia (WID),2005,21.93
South & South-East Asia (WID),2006,22.18
South & South-East Asia (WID),2007,21.92
South & South-East Asia (WID),2008,22.26
South & South-East Asia (WID),2009,22.08
South & South-East Asia (WID),2010,22.36
South & South-East Asia (WID),2011,22.65
South & South-East Asia (WID),2012,21.83
South & South-East Asia (WID),2013,22.21
South & South-East Asia (WID),2014,21.87
South & South-East Asia (WID),2015,21.42
South & South-East Asia (WID),2016,21.33
South & South-East Asia (WID),2017,21.54
South & South-East Asia (WID),2018,21.72
South & South-East Asia (WID),2019,21.08
South & South-East Asia (WID),2020,21.69
South & South-East Asia (WID),2021,21.36
South & South-East Asia (WID),2022,23.27
South & South-East Asia (WID),2023,22.61
South Africa,1981,9.88
South Africa,1982,9.88
South Africa,1983,9.88
South Africa,1984,9.88
South Africa,1985,9.88
South Africa,1986,9.88
South Africa,1987,9.88
South Africa,1988,9.88
South Africa,1989,9.88
South Africa,1990,9.88
South Africa,1991,10.55
South Africa,1992,10.58
South Africa,1993,10.3
South Africa,1994,10.98
South Africa,1995,11.7
South Africa,1996,12.39
South Africa,1997,13.14
South Africa,1998,13.81
South Africa,1999,14.5
South Africa,2000,15.55
South Africa,2001,15.91
South Africa,2002,16.65
South Africa,2003,16.96
South Africa,2004,17.12
South Africa,2005,18.06
South Africa,2006,19.19
South Africa,2007,20.34
South Africa,2008,19.47
South Africa,2009,18.45
South Africa,2010,18.56
South Africa,2011,18.56
South Africa,2014,19.23
South Africa,2022,19.21
South Africa,2023,19.22
South Africa region (WID),1980,11.29
South Africa region (WID),1981,11.23
South Africa region (WID),1982,11.23
South Africa region (WID),1983,11.26
South Africa region (WID),1984,11.19
South Africa region (WID),1985,11.26
South Africa region (WID),1986,11.33
South Africa region (WID),1987,11.29
South Africa region (WID),1988,11.25
South Africa region (WID),1989,11.42
South Africa region (WID),1990,11.35
South Africa region (WID),1991,12.13
South Africa region (WID),1992,12.06
South Africa region (WID),1993,11.9
South Africa region (WID),1994,12.48
South Africa region (WID),1995,13.37
South Africa region (WID),1996,13.92
South Africa region (WID),1997,14.91
South Africa region (WID),1998,15.52
South Africa region (WID),1999,16.58
South Africa region (WID),2000,17.74
South Africa region (WID),2001,18.15
South Africa region (WID),2002,18.67
South Africa region (WID),2003,18.96
South Africa region (WID),2004,19.48
South Africa region (WID),2005,19.56
South Africa region (WID),2006,20.16
South Africa region (WID),2007,21.09
South Africa region (WID),2008,20.38
South Africa region (WID),2009,19.43
South Africa region (WID),2010,19.34
South Africa region (WID),2011,19.53
South Africa region (WID),2012,19.52
South Africa region (WID),2013,19.58
South Africa region (WID),2014,19.53
South Africa region (WID),2015,19.39
South Africa region (WID),2016,19.33
South Africa region (WID),2017,19.3
South Africa region (WID),2018,19.47
South Africa region (WID),2019,19.4
South Africa region (WID),2020,19.56
South Africa region (WID),2021,19.53
South Africa region (WID),2022,19.54
South Africa region (WID),2023,19.57
South Asia (WID),1980,18.02
South Asia (WID),1981,17.31
South Asia (WID),1982,17.45
South Asia (WID),1983,19.71
South Asia (WID),1984,17.9
South Asia (WID),1985,18.97
South Asia (WID),1986,17.71
South Asia (WID),1987,17.74
South Asia (WID),1988,16.11
South Asia (WID),1989,16.16
South Asia (WID),1990,16.11
South Asia (WID),1991,16.24
South Asia (WID),1992,16.14
South Asia (WID),1993,17.43
South Asia (WID),1994,17.18
South Asia (WID),1995,19.62
South Asia (WID),1996,18.55
South Asia (WID),1997,17.58
South Asia (WID),1998,17.57
South Asia (WID),1999,19.17
South Asia (WID),2000,18.88
South Asia (WID),2001,19.34
South Asia (WID),2002,19.77
South Asia (WID),2003,20.2
South Asia (WID),2004,19.63
South Asia (WID),2005,20.57
South Asia (WID),2006,20.47
South Asia (WID),2007,21.13
South Asia (WID),2008,20.58
South Asia (WID),2009,20.62
South Asia (WID),2010,21.98
South Asia (WID),2011,22.42
South Asia (WID),2012,21.42
South Asia (WID),2013,22.59
South Asia (WID),2014,21.94
South Asia (WID),2015,20.93
South Asia (WID),2016,21.17
South Asia (WID),2017,21.19
South Asia (WID),2018,21.27
South Asia (WID),2019,21.06
South Asia (WID),2020,21.92
South Asia (WID),2021,21.11
South Asia (WID),2022,23.69
South Asia (WID),2023,22.7
South Korea,1980,7.83
South Korea,1981,7.83
South Korea,1982,7.83
South Korea,1983,7.61
South Korea,1984,8.26
South Korea,1985,7.71
South Korea,1986,7.87
South Korea,1987,7.86
South Korea,1988,7.85
South Korea,1989,7.96
South Korea,1990,8.77
South Korea,1991,9.34
South Korea,1992,7.52
South Korea,1993,7.02
South Korea,1994,6.43
South Korea,1995,6.02
South Korea,1996,5.83
South Korea,1997,5.9
South Korea,1998,6
South Korea,1999,6.33
South Korea,2000,6.58
South Korea,2001,7.35
South Korea,2002,8.14
South Korea,2003,9.17
South Korea,2004,10.81
South Korea,2005,13.44
South Korea,2006,13.43
South Korea,2007,15.63
South Korea,2008,14.67
South Korea,2009,13.71
South Korea,2010,19.9
South Korea,2011,18.83
South Korea,2012,18.69
South Korea,2013,14.21
South Korea,2014,17.28
South Korea,2015,17.3
South Korea,2016,17.75
South Korea,2022,16.38
South Korea,2023,16.15
South Sudan,2009,13.97
South Sudan,2016,16.16
South Sudan,2022,15.24
South Sudan,2023,15.24
South-East Asia (WID),1980,21.49
South-East Asia (WID),1981,21.37
South-East Asia (WID),1982,21.5
South-East Asia (WID),1983,21.41
South-East Asia (WID),1984,21.33
South-East Asia (WID),1985,21.56
South-East Asia (WID),1986,23.42
South-East Asia (WID),1987,22.62
South-East Asia (WID),1988,21.93
South-East Asia (WID),1989,21.64
South-East Asia (WID),1990,22.02
South-East Asia (WID),1991,22.04
South-East Asia (WID),1992,23.07
South-East Asia (WID),1993,23.56
South-East Asia (WID),1994,22.9
South-East Asia (WID),1995,22.98
South-East Asia (WID),1996,24.45
South-East Asia (WID),1997,22.49
South-East Asia (WID),1998,22.06
South-East Asia (WID),1999,22.36
South-East Asia (WID),2000,22.17
South-East Asia (WID),2001,22.87
South-East Asia (WID),2002,22.67
South-East Asia (WID),2003,22.87
South-East Asia (WID),2004,22.88
South-East Asia (WID),2005,22.85
South-East Asia (WID),2006,23.44
South-East Asia (WID),2007,22.49
South-East Asia (WID),2008,23.71
South-East Asia (WID),2009,23.41
South-East Asia (WID),2010,22.7
South-East Asia (WID),2011,22.77
South-East Asia (WID),2012,22.14
South-East Asia (WID),2013,21.73
South-East Asia (WID),2014,22.09
South-East Asia (WID),2015,21.25
South-East Asia (WID),2016,20.8
South-East Asia (WID),2017,20.48
South-East Asia (WID),2018,20.3
South-East Asia (WID),2019,20.1
South-East Asia (WID),2020,20.23
South-East Asia (WID),2021,20.31
South-East Asia (WID),2022,20.99
South-East Asia (WID),2023,20.13
Spain,1981,11.16
Spain,1982,11.23
Spain,1983,10.91
Spain,1984,10.88
Spain,1985,11.07
Spain,1986,11.77
Spain,1987,11.82
Spain,1988,11.98
Spain,1989,12.18
Spain,1990,11.75
Spain,1991,11.48
Spain,1992,11.49
Spain,1993,11.24
Spain,1994,11.54
Spain,1995,11.76
Spain,1996,11.5
Spain,1997,11.39
Spain,1998,10.99
Spain,1999,11.17
Spain,2000,11.05
Spain,2001,10.68
Spain,2002,11.14
Spain,2003,11.15
Spain,2004,10.9
Spain,2005,10.75
Spain,2006,11.49
Spain,2007,11.48
Spain,2008,11.53
Spain,2009,12.77
Spain,2010,11.44
Spain,2011,11.27
Spain,2012,12.04
Spain,2013,12.04
Spain,2014,12.49
Spain,2015,13.7
Spain,2016,12.65
Spain,2017,13.37
Spain,2022,12.01
Spain,2023,12.04
Sri Lanka,1985,14.6
Sri Lanka,1990,17.67
Sri Lanka,1995,16.42
Sri Lanka,2002,20.69
Sri Lanka,2006,23.27
Sri Lanka,2009,18.52
Sri Lanka,2012,20.4
Sri Lanka,2016,20.81
Sri Lanka,2022,20.48
Sri Lanka,2023,21.39
Sub-Saharan Africa (WID),1820,20.48
Sub-Saharan Africa (WID),1850,20.91
Sub-Saharan Africa (WID),1880,22.14
Sub-Saharan Africa (WID),1900,22.41
Sub-Saharan Africa (WID),1910,24.14
Sub-Saharan Africa (WID),1920,23.12
Sub-Saharan Africa (WID),1930,22.16
Sub-Saharan Africa (WID),1940,19.17
Sub-Saharan Africa (WID),1950,19.14
Sub-Saharan Africa (WID),1960,15.91
Sub-Saharan Africa (WID),1970,17.04
Sub-Saharan Africa (WID),1980,19.93
Sub-Saharan Africa (WID),1981,20
Sub-Saharan Africa (WID),1982,20.15
Sub-Saharan Africa (WID),1983,20.4
Sub-Saharan Africa (WID),1984,20.83
Sub-Saharan Africa (WID),1985,20.51
Sub-Saharan Africa (WID),1986,20.34
Sub-Saharan Africa (WID),1987,20.47
Sub-Saharan Africa (WID),1988,20.24
Sub-Saharan Africa (WID),1989,20.3
Sub-Saharan Africa (WID),1990,20.05
Sub-Saharan Africa (WID),1991,20.57
Sub-Saharan Africa (WID),1992,20.26
Sub-Saharan Africa (WID),1993,19.92
Sub-Saharan Africa (WID),1994,20.39
Sub-Saharan Africa (WID),1995,20.76
Sub-Saharan Africa (WID),1996,21.06
Sub-Saharan Africa (WID),1997,21.28
Sub-Saharan Africa (WID),1998,21.22
Sub-Saharan Africa (WID),1999,21.65
Sub-Saharan Africa (WID),2000,21.87
Sub-Saharan Africa (WID),2001,22.05
Sub-Saharan Africa (WID),2002,22.35
Sub-Saharan Africa (WID),2003,22.34
Sub-Saharan Africa (WID),2004,22.1
Sub-Saharan Africa (WID),2005,22.38
Sub-Saharan Africa (WID),2006,22.42
Sub-Saharan Africa (WID),2007,22.55
Sub-Saharan Africa (WID),2008,22.11
Sub-Saharan Africa (WID),2009,21.1
Sub-Saharan Africa (WID),2010,21.08
Sub-Saharan Africa (WID),2011,21.08
Sub-Saharan Africa (WID),2012,21.57
Sub-Saharan Africa (WID),2013,21.22
Sub-Saharan Africa (WID),2014,20.95
Sub-Saharan Africa (WID),2015,20.79
Sub-Saharan Africa (WID),2016,20.57
Sub-Saharan Africa (WID),2017,20.43
Sub-Saharan Africa (WID),2018,20.44
Sub-Saharan Africa (WID),2019,20.18
Sub-Saharan Africa (WID),2020,19.75
Sub-Saharan Africa (WID),2021,20.3
Sub-Saharan Africa (WID),2022,20.08
Sub-Saharan Africa (WID),2023,20.03
Sudan,2009,11.35
Sudan,2014,15.71
Sudan,2022,15.2
Sudan,2023,15.11
Suriname,2022,17.87
Suriname,2023,17.87
Sweden,1940,11.83
Sweden,1950,9.61
Sweden,1960,8.84
Sweden,1970,8.32
Sweden,1980,7.13
Sweden,1981,7.28
Sweden,1982,8.4
Sweden,1983,8.69
Sweden,1984,10.24
Sweden,1985,9.72
Sweden,1986,12.02
Sweden,1987,9.6
Sweden,1988,10.45
Sweden,1989,9.78
Sweden,1990,8.07
Sweden,1991,7.82
Sweden,1992,8.29
Sweden,1993,9.23
Sweden,1994,10.99
Sweden,1995,11.54
Sweden,1996,10.44
Sweden,1997,11.59
Sweden,1998,11.39
Sweden,1999,11.61
Sweden,2000,10.21
Sweden,2001,8.96
Sweden,2002,10.25
Sweden,2003,10.54
Sweden,2004,11.38
Sweden,2005,11.29
Sweden,2006,12.57
Sweden,2007,12.76
Sweden,2008,10.92
Sweden,2009,9.59
Sweden,2010,11.74
Sweden,2011,10.89
Sweden,2012,9.87
Sweden,2013,9.71
Sweden,2014,9.45
Sweden,2015,10.35
Sweden,2016,8.97
Sweden,2017,9.35
Sweden,2022,11.52
Sweden,2023,10.83
Switzerland,1980,10.56
Switzerland,1981,11.59
Switzerland,1982,11.37
Switzerland,1983,11.06
Switzerland,1984,11.09
Switzerland,1985,11.07
Switzerland,1986,12.06
Switzerland,1987,11.86
Switzerland,1988,10.92
Switzerland,1989,11.3
Switzerland,1990,10.84
Switzerland,1991,10.65
Switzerland,1992,9.68
Switzerland,1993,9.66
Switzerland,1994,9.67
Switzerland,1995,10.14
Switzerland,1996,10.84
Switzerland,1997,11.1
Switzerland,1998,11.35
Switzerland,1999,11.19
Switzerland,2000,11.33
Switzerland,2001,10.01
Switzerland,2002,9.17
Switzerland,2003,11.91
Switzerland,2004,11.48
Switzerland,2005,12.29
Switzerland,2006,13.18
Switzerland,2007,10.97
Switzerland,2008,10.03
Switzerland,2009,10.17
Switzerland,2010,11.55
Switzerland,2011,11.75
Switzerland,2012,10.42
Switzerland,2013,10.7
Switzerland,2014,10.52
Switzerland,2015,10.51
Switzerland,2016,10.57
Switzerland,2017,10.73
Switzerland,2022,10.15
Switzerland,2023,10.08
Syria,1996,22.63
Syria,2003,22.75
Syria,2004,20.05
Syria,2022,20.68
Syria,2023,21.3
Taiwan,1980,14.08
Taiwan,1981,14.08
Taiwan,1982,11.39
Taiwan,1983,10.44
Taiwan,1984,10.39
Taiwan,1985,10.55
Taiwan,1986,10.38
Taiwan,1987,11.55
Taiwan,1988,10.89
Taiwan,1989,11.65
Taiwan,1990,11.59
Taiwan,1991,12.08
Taiwan,1992,11.74
Taiwan,1993,10.89
Taiwan,1994,12.31
Taiwan,1995,12.49
Taiwan,1996,11.69
Taiwan,1997,13.02
Taiwan,1998,13.33
Taiwan,1999,14.46
Taiwan,2000,14.75
Taiwan,2001,19.71
Taiwan,2002,18.72
Taiwan,2003,23.67
Taiwan,2004,20.2
Taiwan,2005,19.12
Taiwan,2006,18.55
Taiwan,2007,21.52
Taiwan,2008,17.4
Taiwan,2009,18.56
Taiwan,2010,20.14
Taiwan,2011,20.95
Taiwan,2012,23.43
Taiwan,2013,18.79
Taiwan,2014,26.8
Taiwan,2015,19.39
Taiwan,2016,21.39
Taiwan,2017,20.54
Taiwan,2022,20.25
Taiwan,2023,21.28
Tajikistan,1999,11.84
Tajikistan,2003,13.81
Tajikistan,2004,13.1
Tajikistan,2007,16.88
Tajikistan,2009,14.49
Tajikistan,2015,12.98
Tajikistan,2022,14.42
Tajikistan,2023,14.55
Tanzania,1991,11.37
Tanzania,2000,12.54
Tanzania,2007,15.95
Tanzania,2011,16.16
Tanzania,2014,17.03
Tanzania,2017,17.9
Tanzania,2022,17.9
Tanzania,2023,17.9
Thailand,1981,23.05
Thailand,1989,25.1
Thailand,1990,23.56
Thailand,1991,24.6
Thailand,1992,25.35
Thailand,1993,24.33
Thailand,1994,24.05
Thailand,1995,23.96
Thailand,1996,23.86
Thailand,1997,21.27
Thailand,1998,19.74
Thailand,1999,22.08
Thailand,2000,21.68
Thailand,2001,21.62
Thailand,2002,22.42
Thailand,2003,25.56
Thailand,2004,23.66
Thailand,2005,22.83
Thailand,2006,25.65
Thailand,2007,22.83
Thailand,2008,23.23
Thailand,2009,22.65
Thailand,2010,22.81
Thailand,2011,23.63
Thailand,2012,21.9
Thailand,2013,20.04
Thailand,2014,21.98
Thailand,2015,21.34
Thailand,2016,20.93
Thailand,2017,19.43
Thailand,2018,17.37
Thailand,2019,15.65
Thailand,2022,21.37
Thailand,2023,19.74
Togo,2006,13.89
Togo,2011,15.3
Togo,2015,13.75
Togo,2022,13.88
Togo,2023,13.88
Tonga,1980,8.81
Tonga,1981,8.95
Tonga,1982,9.1
Tonga,1983,9.25
Tonga,1984,9.4
Tonga,1985,9.55
Tonga,1986,9.71
Tonga,1987,9.87
Tonga,1988,10.03
Tonga,1989,10.2
Tonga,1990,10.37
Tonga,1991,10.65
Tonga,1992,10.91
Tonga,1993,11.17
Tonga,1994,11.42
Tonga,1995,11.66
Tonga,1996,11.89
Tonga,1997,12.12
Tonga,1998,12.34
Tonga,1999,12.55
Tonga,2000,12.76
Tonga,2001,13.14
Tonga,2002,13.51
Tonga,2003,13.88
Tonga,2004,14.23
Tonga,2005,14.58
Tonga,2006,14.92
Tonga,2007,15.25
Tonga,2008,15.57
Tonga,2009,15.89
Tonga,2010,16.2
Tonga,2011,16.18
Tonga,2012,16.16
Tonga,2013,16.14
Tonga,2014,16.12
Tonga,2015,16.11
Tonga,2016,16.09
Tonga,2017,16.07
Tonga,2018,16.06
Tonga,2019,16.05
Tonga,2020,16.03
Tonga,2021,16.03
Tonga,2022,16.03
Tonga,2023,16.03
Trinidad and Tobago,2022,17.87
Trinidad and Tobago,2023,17.87
Tunisia,1985,21.66
Tunisia,1990,21.92
Tunisia,1995,21.62
Tunisia,2000,21.63
Tunisia,2005,21.99
Tunisia,2010,18.18
Tunisia,2015,22.96
Tunisia,2022,22.52
Tunisia,2023,22.47
Turkey,1987,29.6
Turkey,1988,27.54
Turkey,1989,26.69
Turkey,1990,25.24
Turkey,1991,25.48
Turkey,1992,23.71
Turkey,1993,22.77
Turkey,1994,21.49
Turkey,1995,21.72
Turkey,1996,21.68
Turkey,1997,21.97
Turkey,1998,21.57
Turkey,1999,22.22
Turkey,2000,22.17
Turkey,2001,22.61
Turkey,2002,21.9
Turkey,2003,22.01
Turkey,2004,20.79
Turkey,2005,18.41
Turkey,2006,17.3
Turkey,2007,16.76
Turkey,2008,17.72
Turkey,2009,19.18
Turkey,2010,19.64
Turkey,2011,18.63
Turkey,2012,19.79
Turkey,2013,18.5
Turkey,2014,19.71
Turkey,2015,21.99
Turkey,2016,19.05
Turkey,2017,20.52
Turkey,2018,19.96
Turkey,2022,22.26
Turkey,2023,23.95
Turkmenistan,1998,18.2
Turkmenistan,2022,19.6
Turkmenistan,2023,19.71
Turks and Caicos Islands,1980,23.75
Turks and Caicos Islands,1981,23.64
Turks and Caicos Islands,1982,23.53
Turks and Caicos Islands,1983,23.42
Turks and Caicos Islands,1984,23.31
Turks and Caicos Islands,1985,23.19
Turks and Caicos Islands,1986,23.07
Turks and Caicos Islands,1987,22.95
Turks and Caicos Islands,1988,22.83
Turks and Caicos Islands,1989,22.71
Turks and Caicos Islands,1990,22.58
Turks and Caicos Islands,1991,22.57
Turks and Caicos Islands,1992,22.55
Turks and Caicos Islands,1993,22.54
Turks and Caicos Islands,1994,22.53
Turks and Caicos Islands,1995,22.52
Turks and Caicos Islands,1996,22.51
Turks and Caicos Islands,1997,22.5
Turks and Caicos Islands,1998,22.49
Turks and Caicos Islands,1999,22.48
Turks and Caicos Islands,2000,22.47
Turks and Caicos Islands,2001,22.31
Turks and Caicos Islands,2002,22.16
Turks and Caicos Islands,2003,22.02
Turks and Caicos Islands,2004,21.89
Turks and Caicos Islands,2005,21.76
Turks and Caicos Islands,2006,21.64
Turks and Caicos Islands,2007,21.53
Turks and Caicos Islands,2008,21.42
Turks and Caicos Islands,2009,21.31
Turks and Caicos Islands,2010,21.21
Turks and Caicos Islands,2011,21.2
Turks and Caicos Islands,2012,21.2
